#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
14	NM_001111016	chr7	+	48959072	49610088	48964365	49606821	39	48959072,48963797,49362097,49372316,49398082,49408632,49420173,49452398,49458095,49461911,49464539,49491368,49535893,49545799,49547838,49551596,49552839,49554214,49556909,49558707,49564070,49565084,49565205,49570691,49571133,49572307,49575640,49582803,49584049,49585143,49587706,49589149,49594216,49597154,49597501,49598276,49598763,49604424,49606695,	48959177,48964440,49362215,49372369,49398155,49408906,49420340,49453506,49458208,49462017,49464929,49491491,49536032,49546091,49548541,49552049,49552905,49554259,49557070,49558896,49564123,49565108,49565280,49570775,49571245,49572455,49575820,49582957,49584212,49585244,49587802,49589318,49594452,49597309,49597573,49598473,49598882,49604628,49610088,	0	Nav2	cmpl	cmpl	-1,0,0,1,0,1,2,1,2,1,2,2,2,0,1,2,2,2,2,1,1,0,0,0,0,1,2,2,0,1,0,0,1,0,2,2,1,0,0,
14	NM_011510	chr7	-	46104522	46180033	46104623	46179949	39	46104522,46105463,46105808,46106584,46106951,46107237,46108083,46108314,46108752,46109540,46113064,46114941,46115773,46116905,46117171,46117969,46118955,46120374,46122108,46122857,46123892,46124842,46126766,46135480,46136161,46136607,46136863,46137958,46139464,46150726,46151535,46154416,46157106,46165918,46166892,46169823,46175359,46178441,46179801,	46104761,46105526,46105942,46106688,46107060,46107316,46108214,46108435,46108866,46109643,46113157,46115099,46115843,46117072,46117413,46118069,46119081,46120512,46122189,46122942,46123991,46124881,46126817,46135586,46136237,46136724,46136969,46138104,46139505,46150889,46151670,46154572,46157271,46166107,46167135,46169990,46175481,46178583,46180033,	0	Abcc8	cmpl	cmpl	0,0,1,2,1,0,1,0,0,2,2,0,2,0,1,0,0,0,0,2,2,2,2,1,0,0,2,0,1,0,0,0,0,0,0,1,2,1,0,
16	NM_183087	chr7	-	64756095	65156528	64759096	65156323	10	64756095,64761752,64767651,64775703,64776712,64786689,64819764,64856108,64983380,65156104,	64759413,64761980,64767727,64775839,64776873,64786797,64819899,64856219,64983437,65156528,	0	Fam189a1	cmpl	cmpl	1,1,0,2,0,0,0,0,0,0,
17	NM_177740	chr7	+	73375519	73419899	73375874	73418033	4	73375519,73391380,73409231,73417316,	73375888,73391496,73409749,73419899,	0	Rgma	cmpl	cmpl	0,2,1,0,
17	NM_001038643	chr7	-	74275417	74554780	74276005	74554590	11	74275417,74284426,74297220,74303121,74318458,74320484,74327859,74346647,74359820,74504176,74554410,	74276088,74284669,74297285,74303297,74318597,74320683,74328024,74346911,74359919,74504642,74554780,	0	Slco3a1	cmpl	cmpl	1,1,2,0,2,1,1,1,1,0,0,
17	NM_010513	chr7	+	67952256	68233667	67952858	68226401	21	67952256,68003809,68164992,68169896,68173230,68183343,68184730,68186989,68189572,68189945,68193346,68194968,68195589,68201243,68201901,68207250,68207762,68211993,68214918,68218401,68226019,	67952952,68004355,68165305,68170048,68173375,68183558,68184857,68187228,68189740,68190150,68193630,68195105,68195749,68201346,68201972,68207480,68207873,68212156,68215048,68218536,68233667,	0	Igf1r	cmpl	cmpl	0,1,1,2,1,2,1,2,1,1,2,1,0,1,2,1,0,0,1,2,2,
19	NM_001081414	chr7	+	87584167	88135063	87602543	88130869	10	87584167,87596115,87602345,87803814,87975134,88026423,88036067,88039982,88074190,88129980,	87584540,87596262,87603201,87804064,87975370,88026670,88036236,88040109,88075130,88135063,	0	Grm5	cmpl	cmpl	-1,-1,0,1,2,1,2,0,1,2,
20	NM_011858	chr7	+	96210636	96911092	96436848	96906591	33	96210636,96355355,96436759,96550011,96553477,96694769,96702641,96703925,96729348,96735684,96737350,96772003,96773974,96777818,96797319,96805104,96811832,96823729,96837275,96842925,96845696,96847995,96852332,96854716,96863449,96867949,96873653,96885316,96888673,96892858,96894652,96902844,96905832,	96210770,96355411,96436858,96550299,96553747,96695025,96702740,96704161,96729525,96735899,96737561,96772105,96774169,96778019,96797505,96805131,96811979,96823946,96837395,96843187,96845964,96848139,96852582,96854737,96863682,96868104,96874531,96885489,96888909,96893155,96896267,96902987,96911092,	0	Tenm4	cmpl	cmpl	-1,-1,0,1,1,1,2,2,1,1,0,1,1,1,1,1,1,1,2,2,0,1,1,2,2,1,0,2,1,0,0,1,0,
22	NM_001243048	chr7	+	113207464	113314126	113280662	113313619	17	113207464,113234623,113280649,113283520,113284998,113287116,113291460,113293177,113295443,113299186,113301550,113303340,113304323,113306017,113308615,113312793,113313458,	113207644,113234696,113280802,113283562,113285156,113287196,113291553,113293295,113295593,113299433,113301657,113303491,113304412,113306126,113308709,113312896,113314126,	0	Arntl	cmpl	cmpl	-1,-1,0,2,2,1,0,0,1,1,2,1,2,1,2,0,1,
23	NM_001033380	chr7	-	118485111	118491975	118489726	118491334	1	118485111,	118491975,	0	Itpripl2	cmpl	cmpl	0,
23	NM_019430	chr7	+	122671743	122769394	122671773	122768846	4	122671743,122754505,122762182,122768334,	122671984,122754589,122762323,122769394,	0	Cacng3	cmpl	cmpl	0,1,1,1,
24	NM_018867	chr7	-	132042809	132154741	132043892	132154613	14	132042809,132047714,132048988,132054730,132057633,132059733,132062066,132070816,132078772,132080036,132106282,132128351,132143667,132154285,	132044146,132047814,132049128,132055028,132057813,132059930,132062190,132070905,132078923,132080121,132106422,132128461,132143766,132154741,	0	Cpxm2	cmpl	cmpl	1,0,1,0,0,1,0,1,0,2,0,1,1,0,
26	NM_001242349	chr7	-	144588548	144738573	144589998	144678741	25	144588548,144592700,144595441,144597180,144603440,144607917,144608849,144610842,144611334,144611613,144614849,144618848,144621667,144633595,144637074,144638499,144644707,144648023,144650502,144654203,144655598,144657014,144669342,144678633,144738359,	144590265,144592806,144595626,144597233,144603593,144608063,144608950,144610900,144611446,144611815,144614924,144618920,144621750,144633756,144637209,144638564,144644749,144648079,144650554,144654258,144655750,144657113,144669675,144678779,144738573,	0	Ano1	cmpl	cmpl	0,2,0,1,1,2,0,2,1,0,0,0,1,2,2,0,0,1,0,2,0,0,0,0,-1,
96	NM_001163510	chr7	+	24370262	24385212	24370436	24384173	9	24370262,24374671,24377282,24379133,24381651,24382161,24382471,24384008,24384636,	24370595,24374767,24377704,24379269,24381762,24382280,24382541,24384182,24385212,	0	Kcnn4	cmpl	cmpl	0,0,0,2,0,0,2,0,-1,
97	NM_011577	chr7	+	25687001	25705077	25687868	25704942	7	25687001,25692376,25694222,25696917,25697124,25704124,25704783,	25688223,25692537,25694340,25696995,25697272,25704278,25705077,	0	Tgfb1	cmpl	cmpl	0,1,0,1,1,2,0,
99	NM_001199234	chr7	-	27356382	27396198	27357291	27394280	19	27356382,27359742,27359934,27361566,27362395,27364070,27365563,27366407,27366599,27367599,27369188,27370401,27371873,27372096,27374145,27375372,27391432,27394157,27396117,	27357450,27359785,27360108,27361859,27362468,27364690,27365760,27366492,27366738,27367844,27369569,27370606,27372004,27372375,27374235,27375597,27391696,27394304,27396198,	0	Sptbn4	cmpl	cmpl	0,2,2,0,2,0,1,0,2,0,0,2,0,0,0,0,0,0,-1,
100	NM_009109	chr7	-	29003339	29125151	29003457	29125015	106	29003339,29003733,29004424,29004782,29005494,29008383,29009054,29009506,29009660,29012195,29013737,29015630,29017083,29017893,29018762,29019474,29024002,29035979,29038346,29040387,29040580,29040804,29043848,29044918,29045603,29046804,29046996,29047455,29048777,29048989,29052013,29052308,29052588,29053061,29053530,29054888,29056233,29056923,29057134,29059468,29059801,29061507,29062142,29064428,29064816,29065575,29066494,29066707,29067600,29068035,29068415,29068569,29068998,29069559,29069831,29070019,29070555,29071568,29071755,29072764,29073018,29074595,29074790,29075163,29076169,29076800,29077022,29078518,29079759,29082432,29082877,29083370,29085711,29087226,29087577,29090061,29090919,29092157,29093875,29095061,29095378,29096076,29097170,29098718,29100093,29100379,29101733,29102806,29103433,29104272,29104543,29104744,29104920,29109199,29109718,29110510,29110844,29111403,29111926,29115107,29115557,29115954,29116112,29117333,29118760,29124964,	29003553,29003785,29004525,29004847,29005651,29008518,29009201,29009567,29009791,29012238,29013868,29015882,29017170,29018044,29018833,29020266,29024344,29036167,29038428,29040492,29040709,29040893,29043929,29044936,29045677,29046881,29047076,29047555,29048852,29049041,29052120,29052405,29052701,29053199,29053590,29055059,29056248,29057016,29057222,29059709,29060134,29061638,29062224,29064667,29064877,29065625,29066616,29066775,29067716,29068159,29068491,29068644,29069139,29069649,29069910,29070183,29070696,29071659,29071976,29072934,29073139,29074704,29074977,29075299,29076264,29076933,29077137,29078792,29079906,29082544,29083078,29083634,29086324,29087453,29087664,29090227,29091080,29092290,29094270,29095270,29095553,29096279,29097478,29098802,29100197,29100484,29101950,29102999,29103675,29104406,29104662,29104840,29105056,29109395,29109840,29110675,29111001,29111478,29112020,29115201,29115670,29116033,29116187,29117438,29118880,29125151,	0	Ryr1	cmpl	cmpl	0,2,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,1,1,2,0,1,0,0,2,0,2,0,0,0,0,0,0,2,1,1,2,1,2,1,2,0,1,2,1,0,0,0,0,2,0,0,2,0,1,0,2,1,0,1,0,2,1,1,0,0,0,2,0,0,2,0,2,0,1,0,1,2,2,0,0,2,1,2,0,1,1,0,2,0,0,2,2,1,0,1,0,0,0,0,0,
100	NM_001033525	chr7	-	29221927	29232522	29225035	29232483	3	29221927,29225471,29232161,	29225259,29225867,29232522,	0	Kcnk6	cmpl	cmpl	1,1,0,
106	NM_175140	chr7	-	34674467	34812711	34675158	34748191	4	34674467,34676634,34748061,34812345,	34676244,34676672,34748277,34812711,	0	Chst8	cmpl	cmpl	0,1,0,-1,
106	NM_027897	chr7	+	35334236	35392287	35334342	35391015	15	35334236,35353731,35360979,35363616,35370708,35371114,35372304,35376159,35376973,35379564,35381336,35383968,35384637,35385326,35390754,	35334411,35353847,35361108,35363692,35370786,35371239,35372471,35376347,35377130,35379684,35381531,35384045,35384784,35385482,35392287,	0	Rhpn2	cmpl	cmpl	0,0,2,2,0,0,2,1,0,1,1,1,0,0,0,
115	NM_001171024	chr7	+	44816369	44840803	44834055	44840705	9	44816369,44832115,44833950,44836630,44837375,44837988,44839150,44839323,44839582,	44816483,44832181,44834092,44836866,44837488,44838190,44839219,44839460,44840803,	0	Il4i1b	cmpl	cmpl	-1,-1,0,1,0,2,0,0,2,
117	NM_001136084	chr7	-	46644640	46667377	46647425	46665301	11	46644640,46649946,46650890,46652857,46653740,46656859,46657207,46660415,46662006,46665175,46667262,	46647600,46650080,46650986,46652984,46653876,46657056,46657275,46660516,46662190,46665308,46667377,	0	Tph1	cmpl	cmpl	2,0,0,2,1,2,0,1,0,0,-1,
117	NM_001112739	chr7	+	46396467	46438704	46397677	46437336	4	46396467,46427345,46435157,46437271,	46398247,46428279,46435346,46438704,	0	Kcnc1	cmpl	cmpl	0,0,1,1,
120	NM_001146013	chr7	+	49910298	49959493	49910378	49959424	16	49910298,49911700,49914711,49917228,49917592,49927564,49929984,49936177,49938296,49941769,49945497,49946502,49948240,49951403,49956397,49959268,	49910381,49912243,49914850,49917360,49917766,49927706,49930117,49936312,49938400,49941894,49945610,49946634,49948340,49951504,49956565,49959493,	0	Slc6a5	cmpl	cmpl	0,0,0,1,1,1,2,0,0,2,1,0,0,1,0,0,
122	NM_080853	chr7	+	51621829	51671126	51622634	51669360	12	51621829,51625280,51626843,51645004,51646186,51649151,51658677,51661430,51666026,51667406,51667905,51669024,	51622720,51625533,51626962,51645119,51646274,51649238,51658820,51661580,51666159,51667517,51668033,51671126,	0	Slc17a6	cmpl	cmpl	0,2,0,2,0,1,1,0,0,1,1,0,
122	NM_001271879	chr7	+	51511028	51598707	51511234	51593845	21	51511028,51518816,51526197,51537721,51544790,51546661,51553829,51556157,51565480,51566262,51566488,51570266,51572999,51574677,51576611,51579484,51583712,51585322,51587637,51590562,51593623,	51511250,51518860,51526251,51537835,51544859,51546946,51553943,51556270,51565615,51566368,51566549,51570418,51573074,51574900,51576673,51579582,51583843,51585528,51587816,51590668,51598707,	0	Ano5	cmpl	cmpl	0,1,0,0,0,0,0,0,2,2,0,1,0,0,1,0,2,1,0,2,0,
125	NM_178705	chr7	+	54835244	55268888	54835958	55265366	12	54835244,55052752,55058045,55063268,55075025,55167199,55172195,55206686,55211721,55249397,55264279,55265261,	54836020,55052870,55058116,55063350,55075088,55167262,55172258,55206761,55211886,55249490,55264357,55268888,	0	Luzp2	cmpl	cmpl	0,2,0,2,0,0,0,0,0,0,0,0,
127	NR_033504	chr7	+	57387271	57409941	57409941	57409941	3	57387271,57403911,57408761,	57387394,57404025,57409941,	0	Gm9962	unk	unk	-1,-1,-1,
127	NM_008074	chr7	-	56716462	57387215	56724412	57386773	10	56716462,56729276,56729590,56734946,56773236,56982624,56984942,57323647,57381588,57386720,	56724694,56729336,56729787,56735099,56773374,56982707,56985163,57323715,57381737,57387215,	0	Gabrg3	cmpl	cmpl	0,0,1,1,1,2,0,1,2,0,
127	NM_176942	chr7	-	57407668	57510009	57408606	57508064	10	57407668,57413585,57418219,57421742,57452944,57488801,57489126,57490739,57507978,57509739,	57408909,57413797,57418372,57421886,57453027,57489022,57489194,57490861,57508138,57510009,	0	Gabra5	cmpl	cmpl	0,1,1,1,2,0,1,2,0,-1,
133	NM_130880	chr7	+	63444771	63759027	63650814	63758731	14	63444771,63615288,63649608,63650810,63685368,63697010,63727417,63729061,63729813,63733663,63735798,63754631,63754915,63757309,	63444927,63615418,63649702,63650965,63685551,63697232,63727519,63729189,63729908,63733791,63735948,63754746,63755000,63759027,	0	Otud7a	cmpl	cmpl	-1,-1,-1,0,1,1,1,1,0,2,1,1,2,0,
134	NM_001039104	chr7	+	64153834	64269759	64154031	64269130	27	64153834,64197276,64199162,64201886,64203005,64204421,64208275,64208868,64209956,64210837,64217489,64219107,64220241,64223690,64224625,64226715,64230056,64234957,64235745,64237655,64240419,64243422,64244849,64245943,64247361,64248185,64267959,	64154106,64197356,64199358,64202100,64203130,64204593,64208450,64208992,64210029,64210938,64217660,64219242,64220292,64223831,64224655,64227008,64230285,64235080,64235877,64237784,64240671,64243597,64244870,64246088,64247564,64248318,64269759,	0	Trpm1	cmpl	cmpl	0,0,2,0,1,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,1,2,
134	NM_007461	chr7	+	64501705	64753876	64695063	64753142	15	64501705,64553646,64635030,64695023,64714430,64715510,64733512,64734654,64736880,64739698,64743259,64744415,64745697,64750102,64753070,	64501818,64553771,64635084,64696017,64714511,64715547,64733658,64734690,64736967,64739884,64743439,64744628,64745817,64750243,64753876,	0	Apba2	cmpl	cmpl	-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,
135	NM_011048	chr7	+	65862135	66050386	65862170	66049003	22	65862135,65910201,65927193,65927815,65929106,65931676,65952918,65959096,65962903,65968967,65970541,65980146,65983712,66025227,66025565,66031748,66033749,66035180,66038980,66043514,66047556,66048905,	65862443,65910306,65927298,65927959,65929183,65931765,65953091,65959309,65963004,65969071,65970659,65980335,65983849,66025407,66025604,66031851,66033946,66035268,66039084,66043644,66047669,66050386,	0	Pcsk6	cmpl	cmpl	0,0,0,0,0,2,1,0,0,2,1,2,2,1,1,1,2,1,2,1,2,1,
136	NM_146191	chr7	-	66258746	66388341	66259915	66381548	34	66258746,66261737,66262045,66265424,66266490,66269737,66270726,66272816,66274775,66278522,66279193,66281627,66282173,66285234,66287439,66289083,66289612,66290727,66292256,66294793,66295412,66296120,66300861,66302654,66305392,66306844,66307104,66308660,66330668,66332278,66333114,66342761,66381451,66388219,	66260093,66261839,66262896,66265541,66266608,66269889,66270921,66273094,66274973,66278689,66279443,66281767,66282337,66285406,66287716,66289243,66289733,66290900,66292421,66295008,66295525,66296250,66300938,66302767,66305530,66307008,66307232,66308887,66330817,66332458,66333286,66342925,66381666,66388341,	0	Lrrk1	cmpl	cmpl	2,2,0,0,2,0,0,1,1,2,1,2,0,2,1,0,2,0,0,1,2,1,2,0,0,1,2,0,1,1,0,1,0,-1,
140	NR_045850	chr7	+	70365382	70411146	70411146	70411146	11	70365382,70386492,70388306,70388703,70390196,70399264,70402095,70402427,70404247,70406607,70410588,	70365491,70386548,70388459,70388885,70390325,70399403,70402191,70402549,70404384,70406738,70411146,	0	B130024G19Rik	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
144	NM_001109753	chr7	-	75114894	75308386	75117594	75206540	13	75114894,75119924,75124013,75125570,75136297,75140075,75140978,75147636,75148954,75156606,75157268,75206089,75308204,	75117778,75120084,75124214,75125704,75136462,75140164,75141089,75147726,75149088,75156758,75157449,75206922,75308386,	0	Sv2b	cmpl	cmpl	2,1,1,2,2,0,0,0,1,2,1,0,-1,
147	NM_008746	chr7	-	78192113	78577838	78192558	78577783	17	78192113,78198792,78247154,78250700,78260283,78356026,78450886,78451890,78453322,78460280,78461044,78461585,78462784,78477863,78516728,78517418,78577535,	78192744,78198951,78247398,78250873,78260414,78356215,78450989,78451955,78453346,78460577,78461186,78461728,78462942,78477932,78516800,78517493,78577838,	0	Ntrk3	cmpl	cmpl	0,0,2,0,1,1,0,1,1,1,0,1,2,2,2,2,0,
149	NM_173863	chr7	-	80586631	80688877	80589742	80688738	15	80586631,80590361,80592515,80592677,80595609,80598746,80604350,80605747,80609896,80616464,80618593,80620521,80629619,80677345,80688606,	80589951,80590464,80592596,80592878,80595908,80598964,80604400,80605833,80609932,80616565,80618656,80620583,80629739,80677444,80688877,	0	Crtc3	cmpl	cmpl	1,0,0,0,1,2,0,1,1,2,2,0,0,0,0,
150	NM_001252525	chr7	-	81347025	81454758	81348340	81454648	12	81347025,81349791,81350344,81351743,81355874,81356893,81357304,81359728,81361585,81372011,81436202,81454633,	81348439,81349872,81350439,81351942,81356011,81356998,81357418,81359981,81361809,81372203,81436377,81454758,	0	Cpeb1	cmpl	cmpl	0,0,1,0,1,1,1,0,1,1,0,0,
150	NM_008803	chr7	+	81213264	81334535	81213914	81333522	22	81213264,81281177,81282822,81292236,81293131,81295677,81300639,81302154,81306694,81308804,81308938,81315109,81316961,81317285,81319067,81319322,81320651,81324015,81326250,81328027,81332869,81333415,	81214088,81281234,81283013,81292293,81293186,81295766,81300718,81302292,81306783,81308856,81308981,81315187,81317032,81317447,81319116,81319458,81320850,81324233,81326380,81328195,81332999,81334535,	0	Pde8a	cmpl	cmpl	0,0,0,2,2,0,2,0,0,2,0,1,1,0,0,1,2,0,2,0,0,1,
150	NM_009553	chr7	+	80862107	80876513	80863268	80876377	3	80862107,80863164,80874935,	80862308,80863671,80876513,	0	Zscan2	cmpl	cmpl	-1,0,1,
150	NM_001164086	chr7	-	81600480	81706925	81610252	81706763	9	81600480,81611305,81612260,81614342,81618575,81624251,81636360,81649553,81706758,	81610441,81611386,81612371,81614499,81618682,81624344,81636492,81649710,81706925,	0	Homer2	cmpl	cmpl	0,0,0,2,0,0,0,2,0,
151	NM_013886	chr7	-	81881255	81934459	81886077	81934022	6	81881255,81893798,81899673,81900284,81905559,81933938,	81886083,81893945,81899829,81900423,81905636,81934459,	0	Hdgfl3	cmpl	cmpl	0,0,0,2,0,0,
151	NM_001190374	chr7	+	82335693	82614448	82335907	82612498	30	82335693,82337184,82379492,82428333,82442433,82450038,82465563,82493336,82499597,82514974,82520717,82521987,82523128,82528833,82530552,82540305,82547873,82556764,82557060,82566919,82573695,82575964,82578494,82595352,82598035,82602113,82603718,82606485,82611661,82612391,	82335910,82337286,82379612,82428461,82442479,82450275,82465690,82493411,82499755,82515086,82520856,82522038,82523333,82528981,82530637,82540595,82548003,82556957,82557240,82567073,82574770,82576092,82578623,82595535,82598152,82602297,82603923,82606583,82611873,82614448,	0	Adamtsl3	cmpl	cmpl	0,0,0,0,2,0,0,1,1,0,1,2,2,0,1,2,1,2,0,0,1,2,1,1,1,1,2,0,2,1,
153	NM_007488	chr7	-	84246274	84410038	84250055	84409885	19	84246274,84251365,84262392,84263178,84265574,84267904,84268838,84275334,84282096,84283992,84285773,84304796,84305193,84310872,84343741,84347341,84354519,84361553,84409854,	84250154,84251502,84262543,84263317,84265674,84268028,84268911,84275486,84282171,84284127,84285850,84304882,84305259,84310975,84343955,84347555,84354567,84361668,84410038,	0	Arnt2	cmpl	cmpl	0,1,0,2,1,0,2,0,0,0,1,2,2,1,0,2,2,1,0,
153	NM_030728	chr7	-	83932856	84086505	83935620	84003405	29	83932856,83937386,83942005,83943618,83943881,83947147,83948579,83951402,83952786,83955220,83955457,83957587,83958508,83961542,83963044,83963985,83973172,83975039,83982191,83983133,83987337,83987959,83989132,83992017,83997221,83998490,83999108,84003311,84086257,	83935748,83937487,83942163,83943705,83944086,83947333,83948791,83951618,83952967,83955376,83955493,83957719,83958594,83961671,83963114,83964191,83973382,83975215,83982383,83983266,83987459,83988055,83989203,83992197,83997458,83998629,83999255,84003421,84086505,	0	Cemip	cmpl	cmpl	1,2,0,0,2,2,0,0,2,2,2,2,0,0,2,0,0,1,1,0,1,1,2,2,2,1,1,0,-1,
158	NM_181407	chr7	+	89632817	89854359	89632910	89851897	14	89632817,89736627,89739806,89786425,89796619,89806646,89833696,89845794,89846199,89847923,89848607,89849593,89850332,89851735,	89633093,89736761,89739956,89786501,89796781,89806750,89833806,89845892,89846313,89848029,89848750,89849767,89850431,89854359,	0	Me3	cmpl	cmpl	0,0,2,2,0,0,2,1,0,0,1,0,0,0,
165	NM_001162477	chr7	+	97081750	97308951	97081825	97305019	10	97081750,97223472,97271801,97298827,97300298,97301370,97302368,97303026,97304149,97304875,	97081906,97223773,97272042,97299402,97300369,97301635,97302459,97303129,97304275,97308951,	0	Gab2	cmpl	cmpl	0,0,1,2,1,0,1,2,0,0,
167	NM_001111043	chr7	-	99345374	99353239	99346119	99349421	6	99345374,99346924,99347265,99348802,99351823,99353052,	99346422,99347157,99347364,99349464,99351867,99353239,	0	Serpinh1	cmpl	cmpl	0,1,1,0,-1,-1,
168	NM_001164258	chr7	+	99859217	99917824	99867350	99917639	19	99859217,99862289,99867346,99871281,99875154,99876217,99879369,99886002,99897490,99898381,99902705,99906450,99910967,99911796,99914166,99915909,99916697,99916981,99917379,	99859230,99862357,99867444,99871457,99875226,99876290,99879467,99886136,99897619,99898587,99902746,99906576,99911061,99911912,99914490,99916105,99916813,99917087,99917824,	0	Xrra1	cmpl	cmpl	-1,-1,0,1,0,0,1,0,2,2,1,0,0,1,0,0,1,0,1,
168	NM_133709	chr7	+	100006403	100034726	100006565	100034649	11	100006403,100016977,100020887,100021965,100023851,100025745,100027575,100028651,100029177,100033643,100034569,	100006647,100017090,100020981,100022108,100023945,100025801,100027732,100028846,100029351,100033736,100034726,	0	Chrdl2	cmpl	cmpl	0,1,0,1,0,1,0,1,1,1,1,
169	NM_001081116	chr7	-	100869745	100932161	100873399	100931739	21	100869745,100876412,100876765,100877707,100878095,100878493,100878804,100879451,100879932,100880600,100881178,100881692,100882219,100882409,100882772,100883115,100883469,100883767,100885676,100890420,100928568,	100873596,100876682,100876940,100877856,100878163,100878580,100879054,100879756,100880132,100880674,100881392,100881811,100882305,100882519,100882823,100883292,100883562,100883884,100885859,100890498,100932161,	0	Arhgef17	cmpl	cmpl	1,1,0,1,2,2,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,
169	NM_001008548	chr7	+	101421690	101512829	101421924	101511663	31	101421690,101451401,101481370,101484541,101494570,101495636,101500387,101500976,101501609,101501853,101502013,101502533,101502811,101503298,101503823,101503971,101504377,101504570,101504956,101505918,101507095,101507676,101508006,101508441,101508691,101509716,101509934,101510305,101510928,101511113,101511455,	101421995,101451468,101481460,101484630,101494680,101495692,101500447,101501118,101501662,101501928,101502055,101502602,101502942,101503410,101503863,101504035,101504450,101504748,101505069,101505996,101507218,101507747,101508129,101508529,101508739,101509791,101510034,101510418,101510967,101511220,101512829,	0	Pde2a	cmpl	cmpl	0,2,0,0,2,1,0,0,1,0,0,0,0,2,0,1,2,0,1,0,0,0,2,2,0,0,0,1,0,0,2,
173	NM_001162943	chr7	-	105752988	105787550	105753457	105773211	21	105752988,105756411,105756898,105757265,105757586,105757829,105758162,105758394,105760813,105761554,105761802,105762133,105763177,105763437,105763752,105764143,105765396,105765775,105766099,105771432,105787358,	105756069,105756550,105757182,105757396,105757741,105758041,105758276,105759273,105761023,105761680,105762042,105762995,105763335,105763534,105763946,105765169,105765633,105766007,105766288,105773325,105787550,	0	Dchs1	cmpl	cmpl	1,0,1,2,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,-1,
177	NM_020052	chr7	-	109798690	109865679	109799252	109865586	22	109798690,109800573,109804607,109806042,109808408,109809077,109824764,109825318,109829034,109830796,109831127,109831666,109833008,109836993,109838079,109843179,109843876,109846922,109852433,109857520,109864104,109865459,	109799405,109800653,109804760,109806240,109808570,109809245,109824971,109825474,109829139,109830880,109831244,109831789,109833125,109837116,109838196,109843269,109843993,109847048,109852568,109857646,109864227,109865679,	0	Scube2	cmpl	cmpl	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
177	NM_054103	chr7	-	109279215	109439053	109279664	109341501	14	109279215,109312270,109320796,109321460,109325680,109327591,109329532,109331468,109336040,109338319,109340368,109341288,109353558,109438916,	109279856,109312420,109320882,109321573,109325756,109327679,109329621,109331607,109336145,109338433,109340479,109341639,109353752,109439053,	0	Stk33	cmpl	cmpl	0,0,1,2,1,0,1,0,0,0,0,0,-1,-1,
179	NM_173739	chr7	-	111471655	111779977	111471936	111779547	11	111471655,111485034,111508052,111513497,111519989,111548630,111554438,111556345,111598956,111616291,111779312,	111472083,111485199,111508148,111513635,111520175,111548790,111554636,111556529,111599123,111616484,111779977,	0	Galnt18	cmpl	cmpl	0,0,0,0,0,2,2,1,2,1,0,
180	NM_001193305	chr7	+	112225835	112353975	112271305	112353939	26	112225835,112235346,112271229,112303587,112307003,112309425,112311315,112314971,112318385,112319711,112320606,112321345,112322515,112323477,112323974,112328651,112331895,112333828,112334937,112335328,112336848,112345245,112346721,112349393,112351324,112353898,	112226021,112235419,112271569,112303795,112307120,112309527,112311471,112315072,112318643,112319827,112320733,112321436,112322663,112323677,112324081,112328720,112332039,112333954,112335156,112335430,112336974,112345353,112346908,112349482,112351427,112353975,	0	Mical2	cmpl	cmpl	-1,-1,0,0,1,1,1,1,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,
180	NM_020606	chr7	+	112427705	112591688	112427964	112588616	13	112427705,112544176,112544732,112547510,112559928,112567762,112572870,112575354,112576399,112576935,112579655,112580949,112588539,	112428100,112544266,112544803,112547613,112560069,112567878,112572929,112575374,112576461,112577004,112579757,112581022,112591688,	0	Parva	cmpl	cmpl	0,1,1,0,1,1,0,2,1,0,0,0,1,
181	NM_145584	chr7	+	113765997	114043375	113766328	114039964	16	113765997,113788445,113836822,113879176,113886771,113927711,114016726,114028900,114030214,114030772,114031764,114032935,114033193,114034154,114036548,114039800,	113766566,113788552,113836956,113879250,113886894,113927860,114016791,114029102,114030355,114030848,114031947,114033106,114033361,114034319,114036812,114043375,	0	Spon1	cmpl	cmpl	0,1,0,2,1,1,0,2,0,0,1,1,1,1,1,1,
182	NM_011055	chr7	+	114415253	114537937	114415550	114536248	16	114415253,114491439,114494485,114497911,114506186,114508094,114508838,114518280,114519511,114521663,114523332,114526780,114530659,114532246,114534564,114536030,	114416462,114491490,114494734,114498051,114506293,114508305,114508912,114518420,114519649,114521775,114523446,114526980,114530863,114532408,114534832,114537937,	0	Pde3b	cmpl	cmpl	0,0,0,0,2,1,2,1,0,0,1,1,0,0,0,1,
